code;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;average
51375;1.3;2.9;2;2.9;1.5;1.7;1.1;1.4;1.1;1;1.5;1.7;1.6;1.1;1.1;1.1;1.7;1.5;0.8;1.3;1.1;0.9;1.2;1.4;1.1;1;1.6;1.1;2;0.8;1.1;2;1;1.3;1.6;2.1;0.8;1.4
51378;1.3;2;2.2;2.8;1.6;1.9;1.4;1.4;1.2;1.1;1.6;2.4;2.3;1.3;1.3;1.4;2.1;2;0.9;1.7;1.6;1.6;2;2;1.5;1.2;2;1.2;2.1;1.1;1.4;1.9;1.3;1.9;1.9;2.2;1.5;1.7
51382;1.4;2.6;3.4;3.6;1.9;2.1;2.1;1.5;1.4;1.2;1.7;2.7;3.5;1.5;1.8;1.7;2.4;2.8;1;2.5;1.6;2.4;2.1;2.1;2.2;1.9;3.2;1.4;3.1;1.1;2.2;3.2;1.3;2.2;2.2;2.5;1.6;2.1
51385;1.5;3.7;3.9;2.9;2.4;2.4;2.6;1.6;2;1.6;2;3.2;3.1;3.1;2.3;2.1;2.7;3.6;1.4;4.9;2;3.3;2.9;2.4;2.3;2.4;3;1.9;4.4;1.4;3.4;3.1;1.6;3.1;2.4;3.1;2;2.6
51386;1.7;2.6;3.3;3.9;2.3;3.3;2.5;1.7;2.4;1.3;2.3;3.4;3.5;2.4;2.5;2.6;2.9;3.7;1.3;2.8;2.1;2.7;2.9;2.5;2.7;2.8;2.8;1.6;3.6;1.6;2.5;3.4;2;2.8;2.6;2.9;2.6;2.6
51391;1.2;3;3.5;2.7;2;2.3;1.8;1.6;1.5;1.6;1.9;2.7;2.9;1.9;2;1.7;2;2.6;1.1;3.3;2.2;2.8;2.4;2.8;1.8;2.2;2.8;1.7;3.6;1.4;2.1;3.1;1.4;2.3;2;2.5;1.7;2.2
51393;1.4;3.2;3.9;3;2;2.2;2.3;1.5;1.6;1.5;1.9;3.1;3.5;2.5;2;2;2.4;2.8;1.3;2.8;1.8;2.6;2.8;2.2;2;2.1;3.2;1.6;3.5;1.3;2.5;3.1;1.4;2.5;2.3;2.4;1.7;2.3
51395;1.1;2.6;2.6;3.1;1.8;2;1.5;1.5;1.3;1.2;1.7;2.3;3;1.6;1.6;1.5;2;2;1;2.4;1.7;1.8;2;2.3;1.4;1.5;2.5;1.4;2.8;1.2;1.5;2.7;1.1;1.9;1.9;2;1.2;1.8
51396;1.2;2.9;2;3;1.4;1.7;1.1;1.2;1.1;0.8;1.5;1.7;1.8;1.1;1.2;1.1;1.7;1.4;0.8;1.4;1.1;1;1.2;1.5;1;1;1.7;1.1;1.9;0.8;1;2;0.9;1.4;1.6;2;0.8;1.4
51398;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
51402;1.2;2.5;2.2;2.2;1.5;1.8;1.3;1.3;1;1;1.5;1.8;2.2;1.1;1.2;1.2;1.9;1.7;0.8;1.6;1.2;1.3;1.4;1.6;1.2;1.1;1.9;1.2;2;0.9;1.3;2.3;1.1;1.6;1.7;1.8;0.9;1.5
68769;1.3;2.7;2.7;3;1.8;1.9;2;1.4;1.2;1.1;1.6;2.7;3.3;1.5;1.4;1.7;2.1;2.1;1;2.3;1.5;2;1.9;2;1.8;1.6;2.7;1.4;2.6;1.1;2.1;2.9;1.2;2.1;2.1;1.9;1.3;1.9
